Date,Humidity (%),Dew Point (Celcius * 10),Pressure (mBar),Mean wind speed (knots * 10),Average wind bearing (degrees),Sunshine (hours * 100),Rainfall (mm * 1000),Temp in C 
3/15/1996 10:30,75,16,1007,3,180,0,0,5.6
3/15/1996 11:00,70,14,1007,5,180,0,0,6.4
3/15/1996 11:30,66,17,1008,14,135,0,0,7.6
3/15/1996 12:00,62,16,1007,13,180,0,0,8.4
3/15/1996 12:30,58,15,1007,9,180,0,0,9.2
3/15/1996 13:00,60,25,1007,11,135,0,0,10
3/15/1996 13:30,59,29,1007,12,180,0,0,10.5
3/15/1996 14:00,55,23,1007,15,180,0,0,10.9
3/15/1996 14:30,59,38,1006,14,180,0,0,11.4
3/15/1996 15:00,55,27,1007,10,180,17,0,11.4
3/15/1996 15:30,60,34,1006,14,180,12,0,10.9
3/15/1996 16:00,65,45,1007,10,180,0,0,10.9
3/15/1996 16:30,60,25,1007,11,135,0,0,10
3/15/1996 17:00,68,37,1007,14,180,0,0,9.2
3/15/1996 17:30,67,27,1008,7,135,0,0,8.4
3/15/1996 18:00,71,24,1008,6,180,0,0,7.2
3/15/1996 18:30,70,14,1008,4,180,0,0,6.4
3/15/1996 19:00,70,9,1008,2,45,0,0,6
3/15/1996 19:30,75,16,1008,1,45,0,0,5.6
3/15/1996 20:00,75,16,1009,1,45,0,0,5.6
3/15/1996 20:30,75,16,1009,1,45,0,0,5.6
3/15/1996 21:00,75,16,1009,1,45,0,0,5.6
3/15/1996 21:30,75,16,1009,1,45,0,0,5.6
3/15/1996 22:00,81,22,1009,4,45,0,0,5.2
3/15/1996 22:30,81,22,1009,3,45,0,0,5.2
3/15/1996 23:00,75,11,1009,5,45,0,0,5.2
3/15/1996 23:30,81,22,1009,5,45,0,0,5.2
3/15/1996 23:59,75,11,1009,7,45,0,0,5.2
3/16/1996 0:00,75,11,1009,7,45,0,0,5.2
3/16/1996 0:30,75,11,1008,5,45,0,0,5.2
3/16/1996 1:00,81,18,1009,8,45,0,0,4.8
3/16/1996 1:30,75,11,1009,8,45,0,0,5.2
3/16/1996 2:00,81,18,1008,11,45,0,0,4.8
3/16/1996 2:30,81,18,1008,6,45,1,0,4.8
3/16/1996 3:00,81,18,1008,3,45,0,0,4.8
3/16/1996 3:30,81,18,1008,5,45,0,0,4.8
3/16/1996 4:00,81,18,1008,7,45,0,0,4.8
3/16/1996 4:30,87,24,1009,6,45,0,0,4.4
3/16/1996 5:00,87,24,1009,2,45,0,0,4.4
3/16/1996 5:30,87,24,1009,1,45,0,0,4.4
3/16/1996 6:00,87,24,1010,1,45,0,0,4.4
3/16/1996 6:30,87,24,1009,1,45,0,0,4.4
3/16/1996 7:00,80,13,1010,3,45,0,0,4.4
3/16/1996 7:30,80,13,1009,9,45,0,0,4.4
3/16/1996 8:00,81,18,1010,12,45,0,0,4.8
3/16/1996 8:30,75,7,1010,10,45,0,0,4.8
3/16/1996 9:00,81,18,1010,8,135,0,0,4.8
3/16/1996 9:30,81,22,1010,7,90,0,0,5.2
3/16/1996 10:00,75,16,1010,7,135,0,0,5.6
3/16/1996 10:30,75,16,1010,9,45,0,0,5.6
3/16/1996 11:00,70,9,1010,14,45,0,0,6
3/16/1996 11:30,70,9,1010,14,45,0,0,6
3/16/1996 12:00,70,9,1010,19,45,0,0,6
3/16/1996 12:30,70,14,1010,20,45,0,0,6.4
3/16/1996 13:00,70,14,1010,23,45,0,0,6.4
3/16/1996 13:30,76,25,1010,22,45,0,0,6.4
3/16/1996 14:00,76,25,1010,32,45,0,0,6.4
3/16/1996 14:30,71,19,1010,22,45,0,0,6.8
3/16/1996 15:00,77,30,1010,12,45,0,0,6.8
3/16/1996 15:30,71,19,1010,9,45,0,0,6.8
3/16/1996 16:00,76,25,1010,10,45,0,0,6.4
3/16/1996 16:30,70,14,1010,4,0,0,0,6.4
3/16/1996 17:00,76,21,1011,18,45,0,0,6
3/16/1996 17:30,81,27,1011,12,45,0,0,5.6
3/16/1996 18:00,81,22,1011,23,45,0,0,5.2
3/16/1996 18:30,75,11,1011,19,45,0,0,5.2
3/16/1996 19:00,81,18,1012,14,45,0,0,4.8
3/16/1996 19:30,75,7,1012,16,45,0,0,4.8
3/16/1996 20:00,80,13,1012,18,45,0,0,4.4
3/16/1996 20:30,80,13,1012,17,45,0,0,4.4
3/16/1996 21:00,80,9,1013,7,0,0,0,4
3/16/1996 21:30,87,20,1013,4,0,0,0,4
3/16/1996 22:00,80,9,1013,3,0,0,0,4
3/16/1996 22:30,86,15,1014,1,0,0,0,3.6
3/16/1996 23:00,80,9,1014,1,0,0,0,4
3/16/1996 23:30,86,15,1014,2,0,0,0,3.6
3/16/1996 23:59,80,4,1014,7,0,0,0,3.6
3/17/1996 0:00,80,4,1014,7,0,0,0,3.6
3/17/1996 0:30,80,4,1014,1,315,0,0,3.6
3/17/1996 1:00,86,15,1014,1,315,0,0,3.6
3/17/1996 1:30,80,4,1014,1,315,0,0,3.6
3/17/1996 2:00,86,11,1014,8,315,0,0,3.2
3/17/1996 2:30,86,11,1015,6,315,0,0,3.2
3/17/1996 3:00,86,11,1015,3,315,0,0,3.2
3/17/1996 3:30,86,7,1015,7,315,0,0,2.8
3/17/1996 4:00,93,18,1015,6,315,0,0,2.8
3/17/1996 4:30,93,18,1016,11,315,0,0,2.8
3/17/1996 5:00,93,18,1015,18,0,0,0,2.8
3/17/1996 5:30,86,7,1016,12,0,0,0,2.8
3/17/1996 6:00,93,18,1016,5,315,0,0,2.8
3/17/1996 6:30,93,18,1016,0,,0,0,2.8
3/17/1996 7:00,93,22,1016,0,,0,0,3.2
3/17/1996 7:30,86,11,1016,11,0,0,0,3.2
3/17/1996 8:00,93,22,1016,9,0,0,0,3.2
3/17/1996 8:30,86,15,1017,6,0,0,0,3.6
3/17/1996 9:00,80,13,1017,5,0,0,0,4.4
3/17/1996 9:30,81,18,1017,2,315,0,0,4.8
3/17/1996 10:00,75,11,1017,5,315,0,0,5.2
3/17/1996 10:30,75,11,1017,13,315,0,0,5.2
3/17/1996 11:00,75,11,1017,7,315,0,0,5.2
3/17/1996 11:30,81,27,1017,1,0,0,0,5.6
3/17/1996 12:00,76,25,1018,5,45,0,0,6.4
3/17/1996 12:30,71,24,1017,3,225,2,0,7.2
3/17/1996 13:00,71,24,1017,7,315,9,0,7.2
3/17/1996 13:30,66,17,1017,6,0,35,0,7.6
3/17/1996 14:00,67,22,1017,9,0,45,0,8
3/17/1996 14:30,67,27,1017,11,0,41,0,8.4
3/17/1996 15:00,67,27,1016,8,0,34,0,8.4
3/17/1996 15:30,67,27,1016,10,0,51,0,8.4
3/17/1996 16:00,68,32,1016,2,315,51,0,8.8
3/17/1996 16:30,63,21,1016,14,0,14,0,8.8
3/17/1996 17:00,67,27,1016,7,45,0,0,8.4
3/17/1996 17:30,72,28,1016,21,45,0,0,7.6
3/17/1996 18:00,77,30,1017,17,45,0,0,6.8
3/17/1996 18:30,70,14,1017,2,45,0,0,6.4
3/17/1996 19:00,81,27,1017,0,,0,0,5.6
3/17/1996 19:30,81,22,1018,0,,0,0,5.2
3/17/1996 20:00,75,11,1018,0,,0,0,5.2
3/17/1996 20:30,81,18,1018,1,180,0,0,4.8
3/17/1996 21:00,80,13,1018,1,135,0,0,4.4
3/17/1996 21:30,80,9,1018,0,,0,0,4
3/17/1996 22:00,86,15,1018,0,,0,0,3.6
3/17/1996 22:30,86,11,1018,0,,0,0,3.2
3/17/1996 23:00,86,7,1018,0,,0,0,2.8
3/17/1996 23:30,86,7,1018,0,,0,0,2.8
3/17/1996 23:59,86,11,1018,2,180,0,0,3.2
3/18/1996 0:00,86,11,1018,2,180,0,0,3.2
3/18/1996 0:30,86,11,1018,0,,0,0,3.2
3/18/1996 1:00,93,22,1019,1,45,0,0,3.2
3/18/1996 1:30,93,22,1018,0,,0,0,3.2
3/18/1996 2:00,86,11,1018,0,,0,0,3.2
3/18/1996 2:30,86,11,1018,0,,1,10,3.2
3/18/1996 3:00,86,11,1018,1,45,0,0,3.2
3/18/1996 3:30,86,11,1018,1,45,0,0,3.2
3/18/1996 4:00,86,7,1018,4,45,0,0,2.8
3/18/1996 4:30,86,7,1018,5,45,0,0,2.8
3/18/1996 5:00,86,7,1018,6,45,0,0,2.8
3/18/1996 5:30,86,2,1018,10,45,0,0,2.4
3/18/1996 6:00,86,2,1019,6,45,0,0,2.4
3/18/1996 6:30,79,-5,1019,2,45,0,0,2.8
3/18/1996 7:00,86,7,1019,1,45,0,0,2.8
3/18/1996 7:30,79,0,1019,4,45,0,0,3.2
3/18/1996 8:00,80,4,1019,5,45,0,0,3.6
3/18/1996 8:30,80,9,1019,5,45,0,0,4
3/18/1996 9:00,80,9,1019,12,45,0,0,4
3/18/1996 9:30,75,7,1019,10,45,0,0,4.8
3/18/1996 10:00,81,18,1019,15,45,0,0,4.8
3/18/1996 10:30,75,16,1019,11,45,0,0,5.6
3/18/1996 11:00,76,21,1019,6,45,0,0,6
3/18/1996 11:30,76,25,1018,4,45,0,0,6.4
3/18/1996 12:00,72,28,1019,5,45,0,0,7.6
3/18/1996 12:30,72,33,1018,9,45,0,0,8
3/18/1996 13:00,63,21,1018,7,45,0,0,8.8
3/18/1996 13:30,63,26,1018,11,45,0,0,9.2
3/18/1996 14:00,64,31,1018,5,180,0,0,9.6
3/18/1996 14:30,64,31,1017,9,45,0,0,9.6
3/18/1996 15:00,69,42,1017,6,45,0,0,9.6
3/18/1996 15:30,64,31,1017,5,45,0,0,9.6
3/18/1996 16:00,68,37,1017,6,45,0,0,9.2
3/18/1996 16:30,68,37,1017,7,45,0,0,9.2
3/18/1996 17:00,68,32,1018,5,45,0,0,8.8
3/18/1996 17:30,72,33,1018,4,45,0,0,8
3/18/1996 18:00,72,28,1018,2,135,0,0,7.6
3/18/1996 18:30,71,24,1018,1,135,0,0,7.2
3/18/1996 19:00,71,19,1018,1,135,0,0,6.8
3/18/1996 19:30,76,21,1018,1,45,0,0,6
3/18/1996 20:00,81,27,1018,2,45,0,0,5.6
3/18/1996 20:30,81,22,1018,1,45,0,0,5.2
3/18/1996 21:00,75,11,1018,0,,0,0,5.2
3/18/1996 21:30,81,18,1019,0,,0,0,4.8
3/18/1996 22:00,81,18,1019,1,45,0,0,4.8
3/18/1996 22:30,81,18,1019,1,180,0,0,4.8
3/18/1996 23:00,80,13,1020,1,45,0,0,4.4
3/18/1996 23:30,80,13,1019,1,45,0,0,4.4
3/18/1996 23:59,80,13,1019,1,45,0,0,4.4
3/19/1996 0:00,80,13,1019,1,45,0,0,4.4
3/19/1996 0:30,74,2,1019,1,45,0,0,4.4
3/19/1996 1:00,80,13,1019,0,,0,0,4.4
3/19/1996 1:30,80,13,1019,0,,0,0,4.4
3/19/1996 2:00,80,13,1019,1,180,0,0,4.4
3/19/1996 2:30,80,13,1019,0,,0,0,4.4
3/19/1996 3:00,80,13,1018,0,,0,0,4.4
3/19/1996 3:30,80,13,1018,0,,0,0,4.4
3/19/1996 4:00,80,13,1018,0,,0,0,4.4
3/19/1996 4:30,80,13,1019,0,,0,0,4.4
3/19/1996 5:00,80,13,1019,0,,0,0,4.4
3/19/1996 5:30,80,13,1018,0,,0,0,4.4
3/19/1996 6:00,74,2,1018,1,0,0,0,4.4
3/19/1996 6:30,74,2,1018,1,45,0,0,4.4
3/19/1996 7:00,74,2,1019,1,0,0,0,4.4
3/19/1996 7:30,74,2,1019,1,45,0,0,4.4
3/19/1996 8:00,74,2,1019,2,45,0,0,4.4
3/19/1996 8:30,74,2,1018,3,45,0,0,4.4
3/19/1996 9:00,80,13,1019,0,,0,0,4.4
3/19/1996 9:30,75,7,1018,1,45,0,0,4.8
3/19/1996 10:00,75,11,1018,0,,0,0,5.2
3/19/1996 10:30,75,11,1018,1,0,0,0,5.2
3/19/1996 11:00,75,11,1018,9,0,0,0,5.2
3/19/1996 11:30,69,4,1018,6,45,0,0,5.6
3/19/1996 12:00,69,4,1018,2,45,0,0,5.6
3/19/1996 12:30,75,16,1018,1,180,0,0,5.6
3/19/1996 13:00,70,9,1017,3,0,0,0,6
3/19/1996 13:30,75,16,1017,1,45,0,0,5.6
3/19/1996 14:00,75,16,1016,1,45,0,0,5.6
3/19/1996 14:30,70,9,1016,1,0,0,0,6
3/19/1996 15:00,70,9,1016,5,45,0,0,6
3/19/1996 15:30,70,9,1016,4,45,0,0,6
3/19/1996 16:00,70,9,1016,3,45,0,0,6
3/19/1996 16:30,70,9,1015,4,45,0,0,6
3/19/1996 17:00,70,9,1015,3,45,0,0,6
3/19/1996 17:30,75,16,1015,0,,0,0,5.6
3/19/1996 18:00,75,16,1015,0,,0,0,5.6
3/19/1996 18:30,75,16,1015,4,45,0,0,5.6
3/19/1996 19:00,69,4,1016,4,45,0,0,5.6
3/19/1996 19:30,69,4,1015,4,45,0,0,5.6
3/19/1996 20:00,75,11,1015,6,45,0,0,5.2
3/19/1996 20:30,69,4,1015,1,180,0,0,5.6
3/19/1996 21:00,69,4,1015,3,45,0,0,5.6
3/19/1996 21:30,75,11,1015,1,0,0,0,5.2
3/19/1996 22:00,75,11,1015,1,45,0,0,5.2
3/19/1996 22:30,75,11,1014,1,45,0,0,5.2
3/19/1996 23:00,69,-1,1014,2,45,0,0,5.2
3/19/1996 23:30,75,7,1014,6,45,0,0,4.8
3/19/1996 23:59,74,2,1014,18,45,0,0,4.4
3/20/1996 0:00,74,2,1014,18,45,0,0,4.4
3/20/1996 0:30,74,-3,1014,4,45,0,0,4
3/20/1996 1:00,74,-3,1014,4,45,0,0,4
3/20/1996 1:30,80,4,1014,12,45,0,0,3.6
3/20/1996 2:00,79,0,1014,6,45,0,0,3.2
3/20/1996 2:30,73,-12,1014,12,45,0,0,3.2
3/20/1996 3:00,79,-5,1014,10,45,0,0,2.8
3/20/1996 3:30,72,-17,1014,10,45,0,0,2.8
3/20/1996 4:00,72,-17,1013,3,180,0,0,2.8
3/20/1996 4:30,79,-9,1013,1,90,0,0,2.4
3/20/1996 5:00,79,-9,1013,3,45,0,0,2.4
3/20/1996 5:30,79,-9,1012,8,45,0,0,2.4
3/20/1996 6:00,72,-17,1013,9,45,0,0,2.8
3/20/1996 6:30,72,-17,1012,11,45,0,0,2.8
3/20/1996 7:00,72,-17,1012,29,45,0,0,2.8
3/20/1996 7:30,72,-17,1012,21,45,0,0,2.8
3/20/1996 8:00,72,-17,1012,9,45,0,0,2.8
3/20/1996 8:30,72,-17,1012,5,45,0,0,2.8
3/20/1996 9:00,72,-17,1012,35,45,0,0,2.8
3/20/1996 9:30,79,-5,1012,16,45,0,0,2.8
3/20/1996 10:00,79,0,1011,5,45,0,0,3.2
3/20/1996 10:30,73,-8,1011,14,45,0,0,3.6
3/20/1996 11:00,74,-3,1011,15,45,0,0,4
3/20/1996 11:30,74,-3,1011,13,45,0,0,4
3/20/1996 12:00,68,-5,1011,12,45,0,0,4.8
3/20/1996 12:30,69,-1,1010,11,45,0,0,5.2
3/20/1996 13:00,75,11,1010,20,45,0,0,5.2
3/20/1996 13:30,69,4,1010,17,45,0,0,5.6
3/20/1996 14:00,75,16,1009,11,45,0,0,5.6
3/20/1996 14:30,70,9,1009,13,45,0,0,6
3/20/1996 15:00,76,21,1008,8,45,0,0,6
3/20/1996 15:30,70,9,1008,20,45,0,0,6
3/20/1996 16:00,70,9,1008,12,90,0,0,6
3/20/1996 16:30,75,16,1009,15,45,0,0,5.6
3/20/1996 17:00,75,16,1009,10,90,0,0,5.6
3/20/1996 17:30,75,11,1008,8,135,0,0,5.2
3/20/1996 18:00,81,18,1008,7,135,0,0,4.8
3/20/1996 18:30,81,18,1009,8,45,0,0,4.8
3/20/1996 19:00,87,20,1009,8,45,0,200,4
3/20/1996 19:30,80,9,1008,5,45,0,270,4
3/20/1996 20:00,86,15,1008,11,45,0,640,3.6
3/20/1996 20:30,86,15,1008,15,45,0,100,3.6
3/20/1996 21:00,86,15,1008,12,45,0,0,3.6
3/20/1996 21:30,86,15,1008,7,45,0,20,3.6
3/20/1996 22:00,86,15,1008,5,45,0,0,3.6
3/20/1996 22:30,87,20,1007,7,45,0,0,4
3/20/1996 23:00,87,20,1007,2,0,0,0,4
3/20/1996 23:30,87,20,1007,3,45,0,0,4
3/20/1996 23:59,87,20,1007,3,45,0,0,4
3/21/1996 0:00,87,20,1007,3,45,0,0,4
3/21/1996 0:30,87,24,1007,1,45,0,0,4.4
3/21/1996 1:00,87,24,1007,2,180,0,0,4.4
3/21/1996 1:30,93,34,1006,3,180,0,0,4.4
3/21/1996 2:00,93,34,1006,3,180,0,0,4.4
3/21/1996 2:30,93,34,1006,3,135,2,560,4.4
3/21/1996 3:00,87,28,1006,3,45,0,10,4.8
3/21/1996 3:30,87,28,1005,2,180,0,30,4.8
3/21/1996 4:00,87,28,1005,1,0,0,20,4.8
3/21/1996 4:30,94,38,1005,2,135,0,0,4.8
3/21/1996 5:00,94,38,1005,5,180,0,0,4.8
3/21/1996 5:30,94,43,1005,0,,0,0,5.2
3/21/1996 6:00,94,43,1005,4,180,0,0,5.2
3/21/1996 6:30,94,43,1005,1,135,0,0,5.2
3/21/1996 7:00,94,43,1005,1,180,0,0,5.2
3/21/1996 7:30,94,47,1005,1,135,0,0,5.6
3/21/1996 8:00,94,51,1005,1,90,0,0,6
3/21/1996 8:30,88,46,1005,1,135,0,200,6.4
3/21/1996 9:00,94,55,1005,0,,0,1320,6.4
3/21/1996 9:30,94,55,1004,1,45,0,1900,6.4
3/21/1996 10:00,94,55,1004,0,,0,1220,6.4
3/21/1996 10:30,94,59,1004,2,45,0,740,6.8
3/21/1996 11:00,94,67,1004,21,180,0,240,7.6
3/21/1996 11:30,89,67,1004,18,180,0,20,8.4
3/21/1996 12:00,94,76,1004,20,180,0,0,8.4
3/21/1996 12:30,84,66,1004,23,180,0,0,9.2
3/21/1996 13:00,89,71,1004,12,180,0,0,8.8
3/21/1996 13:30,89,67,1004,28,135,0,0,8.4
3/21/1996 14:00,89,75,1004,15,180,0,0,9.2
3/21/1996 14:30,84,71,1004,9,180,1,0,9.6
3/21/1996 15:00,84,71,1004,9,180,0,0,9.6
3/21/1996 15:30,89,75,1003,12,180,0,0,9.2
3/21/1996 16:00,89,75,1004,4,180,0,70,9.2
3/21/1996 16:30,95,80,1004,4,180,0,300,8.8
3/21/1996 17:00,89,71,1004,5,45,0,240,8.8
3/21/1996 17:30,89,71,1004,3,180,0,500,8.8
3/21/1996 18:00,94,76,1005,2,135,0,400,8.4
3/21/1996 18:30,94,76,1004,1,90,0,120,8.4
3/21/1996 19:00,89,67,1005,1,45,0,20,8.4
3/21/1996 19:30,94,71,1005,1,45,0,0,8
3/21/1996 20:00,94,71,1005,0,,0,0,8
3/21/1996 20:30,89,63,1006,1,45,0,0,8
3/21/1996 21:00,94,67,1006,1,45,0,0,7.6
3/21/1996 21:30,89,63,1006,1,45,0,0,8
3/21/1996 22:00,94,67,1006,5,45,0,0,7.6
3/21/1996 22:30,94,67,1006,17,45,0,0,7.6
3/21/1996 23:00,89,58,1007,12,45,0,0,7.6
3/21/1996 23:30,89,58,1007,15,45,0,0,7.6
3/21/1996 23:59,94,63,1008,12,0,0,0,7.2
3/22/1996 0:00,94,63,1008,12,0,0,0,7.2
3/22/1996 0:30,94,63,1007,18,0,0,0,7.2
3/22/1996 1:00,94,59,1008,20,0,0,0,6.8
3/22/1996 1:30,94,59,1008,21,0,0,0,6.8
3/22/1996 2:00,94,59,1008,11,0,0,0,6.8
3/22/1996 2:30,94,55,1008,14,315,0,0,6.4
3/22/1996 3:00,94,55,1009,22,315,0,0,6.4
3/22/1996 3:30,100,56,1009,29,315,0,0,5.6
3/22/1996 4:00,100,56,1010,15,315,0,0,5.6
3/22/1996 4:30,94,47,1010,14,315,0,0,5.6
3/22/1996 5:00,94,43,1010,18,315,0,0,5.2
3/22/1996 5:30,94,43,1010,21,315,0,0,5.2
3/22/1996 6:00,100,48,1011,16,315,0,0,4.8
3/22/1996 6:30,94,43,1011,16,315,0,0,5.2
3/22/1996 7:00,94,43,1011,14,315,0,0,5.2
3/22/1996 7:30,94,43,1012,19,315,0,0,5.2
3/22/1996 8:00,100,48,1011,21,315,0,0,4.8
3/22/1996 8:30,94,43,1012,18,315,0,0,5.2
3/22/1996 9:00,94,47,1012,12,315,0,0,5.6
3/22/1996 9:30,94,47,1012,13,315,0,0,5.6
3/22/1996 10:00,94,51,1013,5,0,0,0,6
3/22/1996 10:30,94,51,1012,3,315,0,0,6
3/22/1996 11:00,88,46,1013,3,315,0,0,6.4
3/22/1996 11:30,94,59,1012,2,270,0,0,6.8
3/22/1996 12:00,94,59,1013,1,180,0,0,6.8
3/22/1996 12:30,94,63,1013,0,,0,0,7.2
3/22/1996 13:00,89,58,1013,0,,0,0,7.6
3/22/1996 13:30,89,58,1012,1,225,0,0,7.6
3/22/1996 14:00,89,58,1013,1,270,0,0,7.6
3/22/1996 14:30,89,58,1013,0,,0,0,7.6
3/22/1996 15:00,89,63,1013,0,,0,0,8
3/22/1996 15:30,89,63,1013,3,0,0,0,8
3/22/1996 16:00,89,63,1012,3,0,0,0,8
3/22/1996 16:30,89,63,1013,1,45,1,10,8
3/22/1996 17:00,89,63,1012,0,,0,0,8
3/22/1996 17:30,89,63,1013,0,,0,0,8
3/22/1996 18:00,89,63,1013,0,,0,0,8
3/22/1996 18:30,89,63,1013,0,,0,80,8
3/22/1996 19:00,94,67,1013,0,,0,260,7.6
3/22/1996 19:30,94,67,1013,0,,0,320,7.6
3/22/1996 20:00,89,58,1013,0,,0,140,7.6
3/22/1996 20:30,89,58,1014,0,,0,190,7.6
3/22/1996 21:00,89,58,1014,0,,0,100,7.6
3/22/1996 21:30,94,67,1014,0,,0,40,7.6
3/22/1996 22:00,94,67,1014,0,,0,100,7.6
3/22/1996 22:30,94,67,1014,0,,0,40,7.6
3/22/1996 23:00,94,67,1014,0,,0,30,7.6
3/22/1996 23:30,89,58,1014,1,135,0,0,7.6
3/22/1996 23:59,94,63,1014,1,135,0,10,7.2
3/23/1996 0:00,94,63,1014,1,135,0,0,7.2
3/23/1996 0:30,94,63,1014,1,135,0,0,7.2
3/23/1996 1:00,94,63,1014,6,180,0,0,7.2
3/23/1996 1:30,94,63,1013,3,180,0,570,7.2
3/23/1996 2:00,94,63,1013,4,180,0,310,7.2
3/23/1996 2:30,94,63,1013,14,180,1,510,7.2
3/23/1996 3:00,94,63,1013,13,180,0,630,7.2
3/23/1996 3:30,94,63,1013,13,180,0,470,7.2
3/23/1996 4:00,94,63,1013,14,180,0,160,7.2
3/23/1996 4:30,94,63,1012,21,180,0,90,7.2
3/23/1996 5:00,94,63,1012,19,180,0,80,7.2
3/23/1996 5:30,94,63,1013,11,135,0,20,7.2
3/23/1996 6:00,94,63,1013,16,180,0,20,7.2
3/23/1996 6:30,100,72,1013,20,180,0,0,7.2
3/23/1996 7:00,94,67,1014,9,180,0,0,7.6
3/23/1996 7:30,100,80,1014,5,180,0,30,8
3/23/1996 8:00,95,80,1014,12,180,0,30,8.8
3/23/1996 8:30,95,84,1014,22,180,0,0,9.2
3/23/1996 9:00,95,92,1014,36,225,0,0,10
3/23/1996 9:30,94,95,1015,38,180,0,0,10.5
3/23/1996 10:00,84,92,1014,46,225,0,0,11.8
3/23/1996 10:30,89,106,1014,37,225,0,0,12.3
3/23/1996 11:00,85,102,1014,36,270,0,0,12.7
3/23/1996 11:30,85,102,1014,30,270,0,0,12.7
3/23/1996 12:00,75,93,1015,47,270,0,0,13.6
3/23/1996 12:30,75,97,1014,28,270,0,0,14.1
3/23/1996 13:00,75,93,1014,37,270,0,0,13.6
3/23/1996 13:30,80,102,1015,23,315,0,0,13.6
3/23/1996 14:00,80,102,1015,21,315,0,0,13.6
3/23/1996 14:30,80,102,1015,27,315,0,0,13.6
3/23/1996 15:00,79,97,1015,31,315,0,0,13.2
3/23/1996 15:30,79,92,1015,27,315,0,0,12.7
3/23/1996 16:00,79,87,1015,34,0,0,0,12.3
3/23/1996 16:30,83,86,1016,40,0,0,0,11.4
3/23/1996 17:00,84,83,1016,42,0,0,0,10.9
3/23/1996 17:30,79,74,1016,33,0,0,0,10.9
3/23/1996 18:00,88,87,1016,16,45,0,0,10.5
3/23/1996 18:30,90,84,1017,20,45,0,0,10
3/23/1996 19:00,90,84,1017,9,45,0,0,10
3/23/1996 19:30,84,75,1017,15,45,0,0,10
3/23/1996 20:00,84,75,1018,15,0,0,0,10
3/23/1996 20:30,89,79,1018,12,45,0,0,9.6
3/23/1996 21:00,84,71,1018,25,0,0,0,9.6
3/23/1996 21:30,84,66,1018,30,0,0,0,9.2
3/23/1996 22:00,84,62,1018,35,0,0,0,8.8
3/23/1996 22:30,84,62,1019,20,45,0,0,8.8
3/23/1996 23:00,83,58,1019,24,45,0,0,8.4
3/23/1996 23:30,83,58,1019,29,0,0,0,8.4
3/23/1996 23:59,83,58,1019,22,45,0,0,8.4
3/24/1996 0:00,83,58,1019,22,45,0,0,8.4
3/24/1996 0:30,83,58,1019,4,45,0,0,8.4
3/24/1996 1:00,83,53,1019,8,45,0,0,8
3/24/1996 1:30,89,63,1020,3,45,0,0,8
3/24/1996 2:00,83,53,1020,7,45,0,0,8
3/24/1996 2:30,83,53,1020,12,45,1,20,8
3/24/1996 3:00,83,53,1020,3,45,0,0,8
3/24/1996 3:30,89,58,1020,12,45,0,0,7.6
3/24/1996 4:00,83,49,1020,24,45,0,0,7.6
3/24/1996 4:30,83,49,1021,29,45,0,0,7.6
3/24/1996 5:00,88,54,1021,16,45,0,0,7.2
3/24/1996 5:30,88,54,1022,4,45,0,0,7.2
3/24/1996 6:00,83,44,1022,4,45,0,0,7.2
3/24/1996 6:30,88,50,1022,5,45,0,0,6.8
3/24/1996 7:00,82,36,1022,9,45,0,0,6.4
3/24/1996 7:30,82,36,1023,10,45,0,0,6.4
3/24/1996 8:00,82,31,1023,9,45,0,0,6
3/24/1996 8:30,82,31,1023,21,45,0,80,6
3/24/1996 9:00,76,21,1024,16,45,0,0,6
3/24/1996 9:30,76,25,1023,9,45,0,0,6.4
3/24/1996 10:00,77,30,1023,5,90,0,0,6.8
3/24/1996 10:30,72,28,1024,6,135,0,0,7.6
3/24/1996 11:00,78,44,1024,7,45,0,0,8
3/24/1996 11:30,73,38,1024,7,135,0,0,8.4
3/24/1996 12:00,73,43,1023,7,180,0,0,8.8
3/24/1996 12:30,73,43,1024,9,180,0,0,8.8
3/24/1996 13:00,73,43,1024,8,180,0,0,8.8
3/24/1996 13:30,73,43,1024,9,180,0,0,8.8
3/24/1996 14:00,73,43,1024,12,135,0,0,8.8
3/24/1996 14:30,73,38,1024,12,135,0,0,8.4
3/24/1996 15:00,67,27,1023,13,45,0,0,8.4
3/24/1996 15:30,73,38,1023,10,180,0,0,8.4
3/24/1996 16:00,72,33,1023,10,180,0,0,8
3/24/1996 16:30,72,33,1023,12,135,0,0,8
3/24/1996 17:00,72,28,1024,10,135,0,0,7.6
3/24/1996 17:30,72,28,1024,11,45,0,0,7.6
3/24/1996 18:00,71,24,1024,8,45,0,0,7.2
3/24/1996 18:30,71,19,1024,10,90,0,0,6.8
3/24/1996 19:00,76,25,1024,8,135,0,0,6.4
3/24/1996 19:30,76,21,1024,12,135,0,0,6
3/24/1996 20:00,75,16,1024,15,45,0,0,5.6
3/24/1996 20:30,75,16,1024,13,135,0,0,5.6
3/24/1996 21:00,75,16,1023,16,135,0,0,5.6
3/24/1996 21:30,75,11,1024,16,135,0,0,5.2
3/24/1996 22:00,75,11,1024,13,90,0,0,5.2
3/24/1996 22:30,75,11,1023,19,90,0,0,5.2
3/24/1996 23:00,75,11,1023,17,135,0,0,5.2
3/24/1996 23:30,75,11,1023,12,135,0,0,5.2
3/24/1996 23:59,81,18,1024,14,135,0,0,4.8
