30.11155,-0.3043518
30.1683,-0.7079773
30.20586,0.9173889
44.92584,-0.3043518
103.4146,1.734314
103.6495,-0.5914307
103.7049,0.825531
117.7339,1.734314
203.1752,2.006104
203.6748,-0.4681091
203.6892,0.9216003
217.1518,2.006104
232.8092,-1.339355
289.0091,-0.5754089
305.0344,2.059448
330.0602,2.305878
330.8363,1.077881
330.873,-0.375946
343.6787,2.305878
361.3958,2.243835
403.9293,3.823822
460.2807,2.685394
489.4079,2.394897
490.4621,1.276306
490.5667,-0.1885376
502.6217,2.394897
529.9483,3.983032
586.1002,3.159698
688.2294,4.005676
691.5876,2.434845
692.9049,2.061127
693.139,0.3432617
704.2792,2.434845
744.1063,3.18573
889.0278,3.988007
938.7686,2.511719
940.48,3.626953
940.8406,1.339661
944.5038,3.108612
950.7302,2.511719
1134.521,4.205414
1189.352,3.100189
1303.408,2.634338
1306.264,3.002411
1306.308,5.388245
1313.467,2.634338
1496.485,5.131256
1549.704,3.252838
1775.343,3.205139
1778.842,6.075592
1780.064,6.923309
1781.057,3.205139
1964.513,8.504913
2014.224,3.973419
2269.254,6.364349
2269.736,6.364349
2273.211,9.449615
2275.82,8.544067
2454.394,11.51706
2498.604,5.595673
2782.207,10.91238
2788.847,10.91238
2791.847,11.55933
2795.262,10.53275
2968.783,13.68463
3006.007,8.138306
3538.383,15.44278
3551.358,15.44278
3552.246,14.40427
3556.101,14.00787
3725.146,17.3717
3751.059,12.07806
4526.483,20.78632
4541.771,18.64233
4545.873,20.78632
4547.341,18.97498
4710.718,21.61044
4723.073,18.03943
5515.547,23.77249
5532.271,23.33368
5540.946,24.05331
5541.943,23.77249
5698.315,23.2941
5698.735,26.49811
6503.148,27.23102
6524.123,27.742
6537.205,29.23447
6537.618,27.23102
6675.552,27.36237
6691.322,31.47577
7492.488,32.0871
7516.681,31.49994
7532.49,32.0871
7536.405,34.18582
7649.581,28.49716
7687.953,36.56348
8485.822,36.80203
8509.526,35.10077
8527.668,36.80203
8538.001,38.79312
8617.159,30.15125
8686.978,40.76477
9482.691,41.16071
9502.508,38.3443
9524.421,41.16071
9540.786,42.38138
9583.062,34.26807
9685.976,43.79733
10479.95,43.50793
10495.01,41.12262
10523.98,43.50793
10543.72,45.70456
10553.07,39.61368
10682.31,45.78082
11474.38,45.23398
11486.82,43.71848
11525.73,45.23398
11530.97,46.05862
11546.68,48.61981
11674.54,47.30765
12467.65,48.15228
12479.9,47.26791
12519.63,53.05856
12526.07,48.15228
12549.19,50.99872
12663.45,49.26486
13465.72,53.34442
13481.22,54.03491
13520.86,60.31348
13524.93,53.34442
13550.76,52.78064
13652.82,52.76151
14459.96,62.25021
14481.21,62.96567
14512.44,62.25021
14520.68,69.8551
14537.92,57.47849
14631.78,58.99124
15441.9,76.01709
15464.65,73.33005
15484.01,76.01709
15503.5,68.26135
15506.66,83.15662
15590,69.32321
16420.12,93.98785
16435.14,87.09042
16452.26,93.98785
16459.74,84.21533
16484.81,99.98428
16536.28,84.40073
17403.85,116.6374
17404.18,107.4958
17419.64,106.5764
17426.48,116.6374
17463.41,121.5316
17484.49,107.2166
18383.25,132.4607
18393.17,132.9123
18399.38,142.0446
18412.02,142.0446
18446.23,134.3254
18448.79,145.9364
19376.67,159.006
19383.68,160.9816
19407.95,168.398
19411.06,168.398
19423.88,162.351
19442.45,171.5538
20383.32,185.631
20389.71,189.0436
20414.06,189.6592
20423.53,194.6763
20427.48,194.6763
20442.79,197.4791
