261.9029,-3.212126
346.8524,0.01777192
458.7553,2.091486
598.1351,2.774817
774.7726,3.145913
999.2355,3.255868
1265.165,3.750618
1722.193,5.057063
2199.981,8.182751
2701.216,11.36405
3228.814,13.83443
4214.33,17.47416
5200.074,21.4545
6188.674,25.80467
7181.458,30.85129
8177.712,35.88418
9174.826,39.79853
10172.65,43.60703
11167.21,45.76495
12156.81,47.07029
13143.75,48.8754
14134.75,52.69883
15103.09,59.39871
16054.7,70.05202
17000.27,85.29492
17955.41,107.8461
18926.37,134.5341
19911.82,162.285
20907.16,189.5215
