,Date,Temp in C ,Humidity (%),Dew Point (Celcius * 10),Pressure (mBar),Mean wind speed (knots * 10),Average wind bearing (degrees),Sunshine (hours * 100),Rainfall (mm * 1000),Max wind speed (knots * 10),Unnamed: 10,Unnamed: 11,Unnamed: 12
0,1995-07-01 00:00:00,14.0,80,106,1018,74.0,0.0,0,0,74.0,,,
1,1995-07-01 00:30:00,13.6,84,110,1018,75.0,0.0,0,0,75.0,,10.0,10.0
2,1995-07-01 01:00:00,13.6,84,110,1018,66.0,45.0,0,0,66.0,,,
3,1995-07-01 01:30:00,13.6,84,110,1018,64.0,0.0,0,0,64.0,,,
4,1995-07-01 02:00:00,13.6,84,110,1018,55.0,45.0,0,0,55.0,,,
5,1995-07-01 02:30:00,13.6,80,102,1018,76.0,0.0,0,0,76.0,,,
6,1995-07-01 03:00:00,13.6,80,102,1018,55.0,45.0,0,0,55.0,,,
7,1995-07-01 03:30:00,13.1,79,96,1019,57.0,45.0,1,0,57.0,,,
8,1995-07-01 04:00:00,13.1,79,96,1018,43.0,45.0,0,0,43.0,,,
9,1995-07-01 04:30:00,13.6,80,102,1019,39.0,45.0,0,0,39.0,,,
10,1995-07-01 05:00:00,13.6,74,91,1019,49.0,45.0,0,0,49.0,,,
11,1995-07-01 05:30:00,13.6,80,102,1019,36.0,45.0,0,0,36.0,,,
12,1995-07-01 06:00:00,13.6,80,102,1019,20.0,45.0,0,0,20.0,,,
13,1995-07-01 06:30:00,13.6,84,110,1019,31.0,45.0,0,0,31.0,,,
14,1995-07-01 07:00:00,14.0,80,106,1020,23.0,45.0,0,0,23.0,,,
15,1995-07-01 07:30:00,14.0,80,106,1020,28.0,45.0,0,0,28.0,,,
16,1995-07-01 08:00:00,14.5,75,101,1020,46.0,45.0,0,0,46.0,,,
17,1995-07-01 08:30:00,14.5,75,101,1019,38.0,45.0,0,0,38.0,,,
18,1995-07-01 09:00:00,15.0,75,107,1020,28.0,45.0,0,0,28.0,,,
19,1995-07-01 09:30:00,15.4,72,103,1020,26.0,45.0,0,0,26.0,,,
20,1995-07-01 10:00:00,15.4,76,111,1020,33.0,45.0,0,0,33.0,,,
21,1995-07-01 10:30:00,16.3,68,103,1019,33.0,45.0,0,0,33.0,,,
22,1995-07-01 11:00:00,17.2,65,105,1019,27.0,45.0,0,0,27.0,,,
23,1995-07-01 11:30:00,18.6,62,111,1019,25.0,45.0,0,0,25.0,,,
24,1995-07-01 12:00:00,19.0,63,118,1019,15.0,45.0,0,0,15.0,,,
25,1995-07-01 12:30:00,20.4,64,133,1019,8.0,45.0,0,0,8.0,,,
26,1995-07-01 13:00:00,21.3,57,126,1019,13.0,180.0,0,0,13.0,,,
27,1995-07-01 13:30:00,22.1,59,138,1018,14.0,180.0,0,0,14.0,,,
28,1995-07-01 14:00:00,22.1,59,138,1018,31.0,45.0,0,0,31.0,,,
29,1995-07-01 14:30:00,22.6,56,134,1018,15.0,180.0,1,0,15.0,,,
30,1995-07-01 15:00:00,21.7,59,133,1018,14.0,45.0,15,0,14.0,,,
31,1995-07-01 15:30:00,21.7,59,133,1018,18.0,45.0,0,0,18.0,,,
32,1995-07-01 16:00:00,22.1,52,119,1017,18.0,45.0,19,0,18.0,,,
33,1995-07-01 16:30:00,22.6,53,125,1017,30.0,45.0,35,0,30.0,,,
34,1995-07-01 17:00:00,21.7,55,122,1017,15.0,45.0,33,0,15.0,,,
35,1995-07-01 17:30:00,22.1,56,130,1017,8.0,45.0,0,0,8.0,,,
36,1995-07-01 18:00:00,21.3,54,117,1017,17.0,45.0,11,0,17.0,,,
37,1995-07-01 18:30:00,20.8,58,122,1017,10.0,45.0,14,0,10.0,,,
38,1995-07-01 19:00:00,19.0,59,108,1017,7.0,135.0,0,0,7.0,,,
39,1995-07-01 19:30:00,18.1,58,97,1017,5.0,135.0,0,0,5.0,,,
40,1995-07-01 20:00:00,17.2,65,105,1017,4.0,45.0,0,0,4.0,,,
41,1995-07-01 20:30:00,16.3,68,103,1016,2.0,0.0,0,0,2.0,,,
42,1995-07-01 21:00:00,15.4,67,92,1017,2.0,45.0,0,0,2.0,,,
43,1995-07-01 21:30:00,15.0,66,88,1017,3.0,45.0,0,0,3.0,,,
44,1995-07-01 22:00:00,14.0,70,87,1017,9.0,45.0,0,0,9.0,,,
45,1995-07-01 22:30:00,13.6,70,82,1016,18.0,45.0,0,0,18.0,,,
46,1995-07-01 22:59:00,13.1,69,76,1016,27.0,45.0,0,0,27.0,,,
47,1995-07-01 23:00:00,13.1,69,76,1016,27.0,45.0,0,0,27.0,,,
48,1995-07-01 23:30:00,13.1,69,76,1016,33.0,45.0,0,0,33.0,,,
49,1995-07-02 00:00:00,12.2,74,77,1016,34.0,45.0,0,0,34.0,,,
50,1995-07-02 00:30:00,11.8,73,70,1016,34.0,0.0,0,0,34.0,,,
51,1995-07-02 01:00:00,11.8,73,70,1015,41.0,45.0,0,0,41.0,,,
52,1995-07-02 01:30:00,11.3,74,69,1015,27.0,45.0,0,0,27.0,,,
53,1995-07-02 02:00:00,11.3,74,69,1015,13.0,45.0,0,0,13.0,,,
54,1995-07-02 02:30:00,10.9,79,74,1014,15.0,45.0,0,0,15.0,,,
55,1995-07-02 03:00:00,10.9,79,74,1014,12.0,0.0,0,0,12.0,,,
56,1995-07-02 03:30:00,10.4,85,79,1014,18.0,0.0,0,0,18.0,,,
57,1995-07-02 04:00:00,10.0,84,75,1013,29.0,0.0,0,0,29.0,,,
58,1995-07-02 04:30:00,10.0,84,75,1013,27.0,0.0,0,0,27.0,,,
59,1995-07-02 05:00:00,10.4,80,70,1013,24.0,0.0,0,0,24.0,,,
60,1995-07-02 05:30:00,10.4,85,79,1012,26.0,0.0,0,0,26.0,,,
61,1995-07-02 06:00:00,11.3,78,76,1012,4.0,45.0,0,0,4.0,,,
62,1995-07-02 06:30:00,12.2,79,86,1012,2.0,0.0,0,0,2.0,,,
63,1995-07-02 07:00:00,12.7,73,81,1011,31.0,45.0,0,0,31.0,,,
64,1995-07-02 07:30:00,13.6,74,91,1011,22.0,45.0,0,0,22.0,,,
65,1995-07-02 08:00:00,14.5,71,93,1011,19.0,45.0,0,0,19.0,,,
66,1995-07-02 08:30:00,15.4,72,103,1010,18.0,45.0,0,0,18.0,,,
67,1995-07-02 09:00:00,16.8,68,109,1011,12.0,45.0,0,0,12.0,,,
68,1995-07-02 09:30:00,17.7,69,119,1010,9.0,0.0,0,0,9.0,,,
69,1995-07-02 10:00:00,18.1,66,116,1009,20.0,0.0,0,0,20.0,,,
70,1995-07-02 10:30:00,19.5,59,114,1009,18.0,45.0,0,0,18.0,,,
71,1995-07-02 11:00:00,20.0,59,118,1008,1.0,45.0,0,0,1.0,,,
72,1995-07-02 11:30:00,20.8,54,111,1008,24.0,0.0,0,0,24.0,,,
73,1995-07-02 12:00:00,21.7,52,114,1008,23.0,0.0,0,0,23.0,,,
74,1995-07-02 12:30:00,22.6,53,125,1007,2.0,45.0,0,0,2.0,,,
75,1995-07-02 13:00:00,23.9,54,142,1007,4.0,0.0,0,0,4.0,,,
76,1995-07-02 13:30:00,23.4,55,138,1006,8.0,0.0,0,0,8.0,,,
77,1995-07-02 14:00:00,23.0,57,141,1006,4.0,45.0,0,0,4.0,,,
78,1995-07-02 14:30:00,22.6,53,125,1006,25.0,0.0,0,0,25.0,,,
79,1995-07-02 15:00:00,21.7,55,122,1006,48.0,315.0,0,0,48.0,,,
80,1995-07-02 15:30:00,20.4,56,115,1005,47.0,315.0,0,0,47.0,,,
81,1995-07-02 16:00:00,17.2,82,141,1005,47.0,0.0,0,2410,47.0,,,
82,1995-07-02 16:30:00,16.3,86,140,1005,1.0,0.0,0,1100,1.0,,,
83,1995-07-02 17:00:00,16.3,86,140,1005,3.0,45.0,0,1880,3.0,,,
84,1995-07-02 17:30:00,15.9,80,125,1005,23.0,0.0,0,30,23.0,,,
85,1995-07-02 18:00:00,15.4,81,121,1005,8.0,0.0,0,0,8.0,,,
86,1995-07-02 18:30:00,15.4,76,111,1005,7.0,315.0,0,0,7.0,,,
87,1995-07-02 19:00:00,15.4,81,121,1005,25.0,45.0,0,520,25.0,,,
88,1995-07-02 19:30:00,15.0,85,125,1004,4.0,45.0,0,470,4.0,,,
89,1995-07-02 20:00:00,15.0,85,125,1005,10.0,45.0,0,100,10.0,,,
90,1995-07-02 20:30:00,14.0,85,116,1005,16.0,45.0,0,900,16.0,,,
91,1995-07-02 21:00:00,13.1,79,96,1005,2.0,45.0,0,820,2.0,,,
92,1995-07-02 21:30:00,13.1,79,96,1004,5.0,45.0,0,210,5.0,,,
93,1995-07-02 22:00:00,12.7,84,100,1004,0.0,,0,140,0.0,,,
94,1995-07-02 22:30:00,12.7,79,92,1004,3.0,45.0,0,90,3.0,,,
95,1995-07-02 22:59:00,12.7,84,100,1004,0.0,,0,20,0.0,,,
96,1995-07-02 23:00:00,12.7,84,100,1004,0.0,,0,0,0.0,,,
97,1995-07-02 23:30:00,12.7,84,100,1004,4.0,0.0,0,0,4.0,,,
98,1995-07-03 00:00:00,12.2,84,97,1004,2.0,0.0,0,0,2.0,,,
99,1995-07-03 00:30:00,12.2,84,97,1004,13.0,0.0,0,0,13.0,,,
100,1995-07-03 01:00:00,12.2,84,97,1004,0.0,,0,0,0.0,,,
101,1995-07-03 01:30:00,12.2,84,97,1003,10.0,0.0,0,0,10.0,,,
102,1995-07-03 02:00:00,12.2,84,97,1004,0.0,,0,0,0.0,,,
103,1995-07-03 02:30:00,11.8,83,90,1003,13.0,315.0,0,0,13.0,,,
104,1995-07-03 03:00:00,11.8,83,90,1004,0.0,,0,0,0.0,,,
105,1995-07-03 03:30:00,11.8,83,90,1004,0.0,,0,0,0.0,,,
106,1995-07-03 04:00:00,11.3,89,95,1003,2.0,315.0,0,0,2.0,,,
107,1995-07-03 04:30:00,11.8,89,101,1004,0.0,,0,0,0.0,,,
108,1995-07-03 05:00:00,11.8,89,101,1003,1.0,315.0,0,0,1.0,,,
109,1995-07-03 05:30:00,12.2,84,97,1004,0.0,,0,0,0.0,,,
110,1995-07-03 06:00:00,12.2,89,105,1004,0.0,,0,0,0.0,,,
111,1995-07-03 06:30:00,12.7,84,100,1004,0.0,,0,0,0.0,,,
112,1995-07-03 07:00:00,13.1,90,114,1004,0.0,,0,0,0.0,,,
113,1995-07-03 07:30:00,14.0,85,116,1004,2.0,315.0,0,0,2.0,,,
114,1995-07-03 08:00:00,15.0,80,115,1004,7.0,315.0,0,0,7.0,,,
115,1995-07-03 08:30:00,15.0,75,107,1004,24.0,315.0,0,0,24.0,,,
116,1995-07-03 09:00:00,15.9,71,107,1004,11.0,315.0,0,0,11.0,,,
117,1995-07-03 09:30:00,16.3,72,113,1005,27.0,315.0,0,0,27.0,,,
118,1995-07-03 10:00:00,16.3,68,103,1005,30.0,315.0,0,0,30.0,,,
119,1995-07-03 10:30:00,16.3,64,94,1005,35.0,315.0,0,0,35.0,,,
120,1995-07-03 11:00:00,15.4,76,111,1006,49.0,315.0,0,0,49.0,,,
121,1995-07-03 11:30:00,15.4,72,103,1006,43.0,315.0,0,0,43.0,,,
122,1995-07-03 12:00:00,15.9,71,107,1006,57.0,0.0,0,0,57.0,,,
123,1995-07-03 12:30:00,16.3,64,94,1006,66.0,0.0,0,0,66.0,,,
124,1995-07-03 13:00:00,15.9,62,87,1006,62.0,0.0,0,0,62.0,,,
125,1995-07-03 13:30:00,15.4,67,92,1006,55.0,0.0,0,0,55.0,,,
126,1995-07-03 14:00:00,15.4,76,111,1007,60.0,0.0,0,0,60.0,,,
127,1995-07-03 14:30:00,15.9,71,107,1008,54.0,0.0,0,0,54.0,,,
128,1995-07-03 15:00:00,16.3,68,103,1007,64.0,0.0,0,0,64.0,,,
129,1995-07-03 15:30:00,16.3,68,103,1008,63.0,0.0,0,0,63.0,,,
130,1995-07-03 16:00:00,16.3,68,103,1008,43.0,0.0,0,0,43.0,,,
131,1995-07-03 16:30:00,16.8,68,109,1008,43.0,0.0,0,0,43.0,,,
132,1995-07-03 17:00:00,18.6,66,122,1008,35.0,0.0,31,0,35.0,,,
133,1995-07-03 17:30:00,19.0,63,118,1008,19.0,0.0,47,0,19.0,,,
134,1995-07-03 18:00:00,19.0,63,118,1008,10.0,45.0,46,20,10.0,,,
135,1995-07-03 18:30:00,18.6,66,122,1008,1.0,0.0,38,0,1.0,,,
136,1995-07-03 19:00:00,17.7,69,119,1009,0.0,,0,0,0.0,,,
137,1995-07-03 19:30:00,16.8,72,117,1009,0.0,,0,0,0.0,,,
138,1995-07-03 20:00:00,16.3,72,113,1010,0.0,,0,0,0.0,,,
139,1995-07-03 20:30:00,15.4,76,111,1010,0.0,,0,0,0.0,,,
140,1995-07-03 21:00:00,15.0,75,107,1010,0.0,,0,0,0.0,,,
141,1995-07-03 21:30:00,14.0,80,106,1010,0.0,,0,0,0.0,,,
142,1995-07-03 22:00:00,13.1,85,106,1010,1.0,180.0,0,0,1.0,,,
143,1995-07-03 22:30:00,12.7,89,110,1011,0.0,,0,0,0.0,,,
144,1995-07-03 22:59:00,12.7,89,110,1011,7.0,180.0,0,0,7.0,,,
145,1995-07-03 23:00:00,12.7,89,110,1011,7.0,180.0,0,0,7.0,,,
146,1995-07-03 23:30:00,12.7,89,110,1011,2.0,180.0,0,0,2.0,,,
147,1995-07-04 00:00:00,12.7,89,110,1011,1.0,225.0,0,0,1.0,,,
148,1995-07-04 00:30:00,12.7,84,100,1011,0.0,,0,0,0.0,,,
149,1995-07-04 01:00:00,12.7,84,100,1012,0.0,,0,0,0.0,,,
150,1995-07-04 01:30:00,12.7,84,100,1012,3.0,270.0,0,0,3.0,,,
151,1995-07-04 02:00:00,12.7,84,100,1011,5.0,225.0,0,0,5.0,,,
152,1995-07-04 02:30:00,12.7,84,100,1012,0.0,,0,0,0.0,,,
153,1995-07-04 03:00:00,12.2,89,105,1012,1.0,225.0,0,0,1.0,,,
154,1995-07-04 03:30:00,12.7,79,92,1012,22.0,270.0,0,0,22.0,,,
155,1995-07-04 04:00:00,12.2,79,86,1012,6.0,270.0,0,0,6.0,,,
156,1995-07-04 04:30:00,11.8,78,82,1012,27.0,270.0,0,0,27.0,,,
157,1995-07-04 05:00:00,11.8,78,82,1012,28.0,270.0,1,0,28.0,,,
158,1995-07-04 05:30:00,12.2,74,77,1013,23.0,270.0,8,0,23.0,,,
159,1995-07-04 06:00:00,12.2,68,66,1013,28.0,270.0,22,0,28.0,,,
160,1995-07-04 06:30:00,12.7,63,60,1013,50.0,270.0,49,0,50.0,,,
161,1995-07-04 07:00:00,12.7,69,72,1013,35.0,270.0,51,0,35.0,,,
162,1995-07-04 07:30:00,13.6,60,61,1013,57.0,270.0,51,0,57.0,,,
163,1995-07-04 08:00:00,14.5,57,60,1013,59.0,270.0,51,0,59.0,,,
164,1995-07-04 08:30:00,15.0,57,66,1013,55.0,270.0,48,0,55.0,,,
165,1995-07-04 09:00:00,15.9,54,66,1013,41.0,270.0,28,0,41.0,,,
166,1995-07-04 09:30:00,16.8,55,78,1013,57.0,270.0,39,0,57.0,,,
167,1995-07-04 10:00:00,17.2,57,85,1013,51.0,270.0,40,0,51.0,,,
168,1995-07-04 10:30:00,18.1,50,75,1014,78.0,270.0,46,0,78.0,,,
169,1995-07-04 11:00:00,18.1,58,97,1013,39.0,270.0,45,0,39.0,,,
170,1995-07-04 11:30:00,20.0,48,86,1014,58.0,270.0,44,0,58.0,,,
171,1995-07-04 12:00:00,20.0,52,98,1014,53.0,270.0,0,0,53.0,,,
172,1995-07-04 12:30:00,20.0,59,118,1014,28.0,270.0,0,0,28.0,,,
173,1995-07-04 13:00:00,20.0,56,109,1014,56.0,270.0,0,0,56.0,,,
174,1995-07-04 13:30:00,20.0,52,98,1014,72.0,270.0,0,0,72.0,,,
175,1995-07-04 14:00:00,20.4,53,106,1014,52.0,270.0,0,0,52.0,,,
176,1995-07-04 14:30:00,20.0,52,98,1015,75.0,270.0,0,0,75.0,,,
177,1995-07-04 15:00:00,20.0,52,98,1015,73.0,270.0,0,0,73.0,,,
178,1995-07-04 15:30:00,19.5,55,103,1016,69.0,270.0,0,0,69.0,,,
179,1995-07-04 16:00:00,19.0,59,108,1015,42.0,270.0,0,0,42.0,,,
180,1995-07-04 16:30:00,18.6,62,111,1016,19.0,270.0,0,0,19.0,,,
181,1995-07-04 17:00:00,18.6,62,111,1015,37.0,270.0,0,0,37.0,,,
182,1995-07-04 17:30:00,18.6,62,111,1016,29.0,270.0,0,0,29.0,,,
183,1995-07-04 18:00:00,18.1,61,105,1016,31.0,270.0,0,0,31.0,,,
184,1995-07-04 18:30:00,18.1,61,105,1016,30.0,270.0,0,0,30.0,,,
185,1995-07-04 19:00:00,17.7,69,119,1016,24.0,270.0,0,0,24.0,,,
186,1995-07-04 19:30:00,17.7,69,119,1017,5.0,270.0,0,0,5.0,,,
187,1995-07-04 20:00:00,17.2,73,124,1017,12.0,270.0,0,0,12.0,,,
188,1995-07-04 20:30:00,16.8,77,127,1018,12.0,270.0,0,0,12.0,,,
189,1995-07-04 21:00:00,16.8,82,137,1018,2.0,225.0,0,0,2.0,,,
190,1995-07-04 21:30:00,16.8,77,127,1018,2.0,225.0,0,0,2.0,,,
191,1995-07-04 22:00:00,16.3,81,131,1019,1.0,270.0,0,0,1.0,,,
192,1995-07-04 22:30:00,15.9,76,117,1018,5.0,270.0,0,0,5.0,,,
193,1995-07-04 22:59:00,15.4,81,121,1019,0.0,,0,0,0.0,,,
194,1995-07-04 23:00:00,15.4,81,121,1019,0.0,,0,0,0.0,,,
195,1995-07-04 23:30:00,14.5,90,129,1019,0.0,,0,0,0.0,,,
196,1995-07-05 00:00:00,14.0,85,116,1019,0.0,,0,0,0.0,,,
197,1995-07-05 00:30:00,13.6,84,110,1019,0.0,,0,0,0.0,,,
198,1995-07-05 01:00:00,13.1,90,114,1020,0.0,,0,0,0.0,,,
199,1995-07-05 01:30:00,12.7,89,110,1020,0.0,,0,0,0.0,,,
200,1995-07-05 02:00:00,12.7,89,110,1020,0.0,,0,0,0.0,,,
201,1995-07-05 02:30:00,12.7,84,100,1020,0.0,,0,0,0.0,,,
202,1995-07-05 03:00:00,11.8,89,101,1020,0.0,,0,0,0.0,,,
203,1995-07-05 03:30:00,11.3,89,95,1020,0.0,,0,0,0.0,,,
204,1995-07-05 04:00:00,11.3,89,95,1020,0.0,,0,0,0.0,,,
205,1995-07-05 04:30:00,10.9,89,91,1020,1.0,180.0,0,0,1.0,,,
206,1995-07-05 05:00:00,10.9,89,91,1020,0.0,,17,0,0.0,,,
207,1995-07-05 05:30:00,10.9,89,91,1021,0.0,,51,0,0.0,,,
208,1995-07-05 06:00:00,11.3,89,95,1020,1.0,135.0,51,0,1.0,,,
209,1995-07-05 06:30:00,12.2,84,97,1021,1.0,180.0,50,0,1.0,,,
210,1995-07-05 07:00:00,13.1,85,106,1021,2.0,270.0,51,0,2.0,,,
211,1995-07-05 07:30:00,14.5,75,101,1021,4.0,270.0,50,0,4.0,,,
212,1995-07-05 08:00:00,15.0,75,107,1021,2.0,270.0,24,0,2.0,,,
213,1995-07-05 08:30:00,16.3,72,113,1021,7.0,315.0,42,0,7.0,,,
214,1995-07-05 09:00:00,18.1,61,105,1021,25.0,270.0,45,0,25.0,,,
215,1995-07-05 09:30:00,18.6,62,111,1021,27.0,270.0,0,0,27.0,,,
216,1995-07-05 10:00:00,19.5,59,114,1021,27.0,270.0,3,0,27.0,,,
217,1995-07-05 10:30:00,20.0,56,109,1021,28.0,270.0,0,0,28.0,,,
218,1995-07-05 11:00:00,20.4,56,115,1020,26.0,270.0,0,0,26.0,,,
219,1995-07-05 11:30:00,20.4,56,115,1020,33.0,225.0,0,0,33.0,,,
220,1995-07-05 12:00:00,21.3,57,126,1020,28.0,225.0,0,0,28.0,,,
221,1995-07-05 12:30:00,21.7,55,122,1020,27.0,270.0,0,0,27.0,,,
222,1995-07-05 13:00:00,22.1,52,119,1020,31.0,270.0,0,0,31.0,,,
223,1995-07-05 13:30:00,22.1,59,138,1020,25.0,270.0,0,0,25.0,,,
224,1995-07-05 14:00:00,22.6,60,144,1019,39.0,225.0,0,0,39.0,,,
225,1995-07-05 14:30:00,23.0,57,141,1019,51.0,225.0,8,0,51.0,,,
226,1995-07-05 15:00:00,23.0,60,149,1019,34.0,225.0,1,0,34.0,,,
227,1995-07-05 15:30:00,23.0,60,149,1019,23.0,270.0,0,0,23.0,,,
228,1995-07-05 16:00:00,23.4,61,155,1018,31.0,225.0,0,0,31.0,,,
229,1995-07-05 16:30:00,23.9,58,152,1018,47.0,225.0,8,0,47.0,,,
230,1995-07-05 17:00:00,24.7,60,163,1018,38.0,225.0,25,0,38.0,,,
231,1995-07-05 17:30:00,23.4,61,155,1018,43.0,225.0,0,0,43.0,,,
232,1995-07-05 18:00:00,24.3,62,166,1018,42.0,225.0,7,0,42.0,,,
233,1995-07-05 18:30:00,24.3,62,166,1018,34.0,225.0,8,0,34.0,,,
234,1995-07-05 19:00:00,23.4,61,155,1018,30.0,225.0,30,0,30.0,,,
235,1995-07-05 19:30:00,22.1,66,155,1018,33.0,225.0,12,0,33.0,,,
236,1995-07-05 20:00:00,21.3,69,153,1018,28.0,225.0,0,0,28.0,,,
237,1995-07-05 20:30:00,20.0,63,128,1018,25.0,225.0,0,0,25.0,,,
238,1995-07-05 21:00:00,19.5,70,140,1018,25.0,180.0,0,0,25.0,,,
239,1995-07-05 21:30:00,18.6,74,139,1019,33.0,225.0,0,0,33.0,,,
240,1995-07-05 22:00:00,18.1,79,143,1019,12.0,225.0,0,0,12.0,,,
241,1995-07-05 22:30:00,17.2,82,141,1019,21.0,225.0,0,0,21.0,,,
242,1995-07-05 22:59:00,16.8,82,137,1019,38.0,225.0,0,0,38.0,,,
243,1995-07-05 23:00:00,16.8,82,137,1019,38.0,225.0,0,0,38.0,,,
244,1995-07-05 23:30:00,16.3,81,131,1019,29.0,225.0,0,0,29.0,,,
245,1995-07-06 00:00:00,15.9,80,125,1019,29.0,180.0,0,0,29.0,,,
246,1995-07-06 00:30:00,15.0,80,115,1019,33.0,225.0,0,0,33.0,,,
247,1995-07-06 01:00:00,14.5,85,119,1020,35.0,225.0,0,0,35.0,,,
248,1995-07-06 01:30:00,14.0,85,116,1019,26.0,225.0,0,0,26.0,,,
249,1995-07-06 02:00:00,13.6,84,110,1019,29.0,225.0,0,0,29.0,,,
250,1995-07-06 02:30:00,13.1,85,106,1019,22.0,225.0,0,0,22.0,,,
251,1995-07-06 03:00:00,12.7,84,100,1019,25.0,225.0,0,0,25.0,,,
252,1995-07-06 03:30:00,12.2,89,105,1019,24.0,225.0,0,0,24.0,,,
253,1995-07-06 04:00:00,11.8,89,101,1019,25.0,225.0,0,0,25.0,,,
254,1995-07-06 04:30:00,11.8,89,101,1019,12.0,225.0,0,0,12.0,,,
255,1995-07-06 05:00:00,11.8,89,101,1019,21.0,225.0,23,0,21.0,,,
256,1995-07-06 05:30:00,12.2,89,105,1019,24.0,225.0,50,0,24.0,,,
257,1995-07-06 06:00:00,13.1,90,114,1019,20.0,225.0,51,0,20.0,,,
258,1995-07-06 06:30:00,13.6,90,119,1019,29.0,225.0,51,0,29.0,,,
259,1995-07-06 07:00:00,15.0,75,107,1019,41.0,225.0,50,0,41.0,,,
260,1995-07-06 07:30:00,15.9,80,125,1019,32.0,225.0,51,0,32.0,,,
261,1995-07-06 23:00:00,17.2,82,141,1018,14.0,225.0,0,0,14.0,,,
262,1995-07-06 23:30:00,16.8,86,144,1018,32.0,225.0,0,0,32.0,,,
263,1995-07-07 00:00:00,16.8,82,137,1018,21.0,225.0,0,0,21.0,,,
264,1995-07-07 00:30:00,16.3,86,140,1018,16.0,225.0,0,0,16.0,,,
265,1995-07-07 01:00:00,16.3,86,140,1018,18.0,225.0,0,0,18.0,,,
266,1995-07-07 01:30:00,15.9,85,134,1018,16.0,225.0,0,0,16.0,,,
267,1995-07-07 02:00:00,15.4,90,138,1018,19.0,225.0,0,0,19.0,,,
268,1995-07-07 02:30:00,15.4,90,138,1018,12.0,225.0,0,0,12.0,,,
269,1995-07-07 03:00:00,15.0,89,132,1018,15.0,225.0,0,0,15.0,,,
270,1995-07-07 03:30:00,15.0,89,132,1018,10.0,225.0,0,0,10.0,,,
271,1995-07-07 04:00:00,15.0,89,132,1018,5.0,225.0,0,0,5.0,,,
272,1995-07-07 04:30:00,15.0,89,132,1018,8.0,225.0,0,0,8.0,,,
273,1995-07-07 05:00:00,15.4,85,129,1018,12.0,225.0,22,0,12.0,,,
274,1995-07-07 05:30:00,15.9,85,134,1018,27.0,225.0,44,0,27.0,,,
275,1995-07-07 06:00:00,16.3,86,140,1018,29.0,180.0,46,0,29.0,,,
276,1995-07-07 06:30:00,17.2,82,141,1018,43.0,225.0,48,0,43.0,,,
277,1995-07-07 07:10:00,18.1,79,143,1019,50.0,225.0,20,0,50.0,,,
278,1995-07-07 07:30:00,18.6,74,139,1018,46.0,225.0,0,0,46.0,,,
279,1995-07-07 08:00:00,19.0,71,136,1019,49.0,225.0,6,0,49.0,,,
280,1995-07-07 08:30:00,19.5,67,132,1019,40.0,225.0,1,0,40.0,,,
281,1995-07-07 09:00:00,20.4,64,133,1019,42.0,225.0,3,0,42.0,,,
282,1995-07-07 09:30:00,20.8,65,140,1019,38.0,225.0,0,0,38.0,,,
283,1995-07-07 10:00:00,21.3,65,144,1019,49.0,225.0,0,0,49.0,,,
284,1995-07-07 10:30:00,21.7,62,141,1018,39.0,225.0,0,0,39.0,,,
285,1995-07-07 11:00:00,21.7,66,150,1019,41.0,225.0,0,0,41.0,,,
286,1995-07-07 11:30:00,22.6,63,151,1018,48.0,225.0,9,0,48.0,,,
287,1995-07-07 12:00:00,23.0,60,149,1018,54.0,180.0,10,0,54.0,,,
288,1995-07-07 12:30:00,23.0,64,158,1018,73.0,225.0,30,0,73.0,,,
289,1995-07-07 13:00:00,23.9,61,159,1018,52.0,180.0,43,0,52.0,,,
290,1995-07-07 13:30:00,24.3,58,157,1018,51.0,180.0,48,0,51.0,,,
291,1995-07-07 14:00:00,24.3,58,157,1018,61.0,180.0,50,0,61.0,,,
292,1995-07-07 14:30:00,24.7,60,163,1018,51.0,180.0,50,0,51.0,,,
293,1995-07-07 15:00:00,25.2,57,160,1018,47.0,225.0,49,0,47.0,,,
294,1995-07-07 15:30:00,25.6,58,167,1018,58.0,225.0,50,0,58.0,,,
295,1995-07-07 16:00:00,26.0,55,164,1018,47.0,225.0,51,0,47.0,,,
296,1995-07-07 16:30:00,26.5,58,176,1018,38.0,180.0,49,0,38.0,,,
297,1995-07-07 17:00:00,26.9,56,173,1017,41.0,180.0,51,0,41.0,,,
298,1995-07-07 17:30:00,26.9,59,182,1017,45.0,180.0,51,0,45.0,,,
299,1995-07-07 18:00:00,26.9,59,182,1018,40.0,225.0,51,0,40.0,,,
300,1995-07-07 18:30:00,26.5,61,185,1018,25.0,225.0,50,0,25.0,,,
301,1995-07-07 19:00:00,26.0,61,179,1018,29.0,225.0,51,0,29.0,,,
302,1995-07-07 19:30:00,24.7,60,163,1018,24.0,225.0,24,0,24.0,,,
303,1995-07-07 20:00:00,23.0,64,158,1018,24.0,225.0,0,0,24.0,,,
304,1995-07-07 20:30:00,22.1,70,164,1019,7.0,225.0,0,0,7.0,,,
305,1995-07-07 21:00:00,21.3,72,160,1019,3.0,180.0,0,0,3.0,,,
306,1995-07-07 21:30:00,20.4,76,159,1020,4.0,180.0,0,0,4.0,,,
307,1995-07-07 22:00:00,19.5,75,149,1019,8.0,225.0,0,0,8.0,,,
308,1995-07-07 22:30:00,18.6,78,147,1020,11.0,180.0,0,0,11.0,,,
309,1995-07-07 22:59:00,18.1,79,143,1020,11.0,225.0,0,0,11.0,,,
